library,deviceset,device,value
SparkFun,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,ADR
SparkFun-IC-Microcontroller,ATTINY84-ARDUINO,,
SparkFun-Connectors,AVR_SPI_PROG_3X2,TESTPOINTS,ISP
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun,GND,,
SparkFun,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_03,LOCK,
SparkFun-Connectors,CONN_03,LOCK,
SparkFun-Connectors,CONN_03,LOCK,
SparkFun-Connectors,CONN_03,LOCK,
SparkFun-Connectors,CONN_02,,EXT SERVO PWR
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,CONN_02,,EXT 5V PWR
SparkFun-Aesthetics,GND,,
SparkFun-PowerSymbols,VIN,,5V
SparkFun-Aesthetics,VIN,,VIN-MTR
SparkFun-PowerSymbols,VIN,,SERVO
SparkFun-Aesthetics,VIN,,VIN-MTR
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Aesthetics,FRAME-LETTER,NO_PACKAGE,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-PowerSymbols,VIN,,5V
SparkFun-PowerSymbols,VIN,,5V
SparkFun-PowerSymbols,VIN,,5V
SparkFun-PowerSymbols,VIN,,5V
SparkFun-Connectors,CORTEX_JTAG_DEBUG,_PTH,
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Connectors,RASPBERRYPI-40-PIN-GPIO,_SMD_STACKABLE_NOHOLES,RASPBERRYPI-40-PIN-GPIO_SMD_STACKABLE_NOHOLES
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,1.8V,,
SparkFun-Resistors,2.2KOHM,-0402T-1/16W-1%,2.2k
SparkFun-PowerSymbols,1.8V,,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-Connectors,TEST-POINT,3X4,
SparkFun-PowerSymbols,VIN,,3.3V
SparkFun-Connectors,TEST-POINT,TP_15TH_THRU,
SparkFun-Aesthetics,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,JUMPER-PAD-2
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,JUMPER-PAD-2
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,VIN,,5V
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,JUMPER-PAD-2
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Connectors,RASPBERRY_PI_40,BTM-NOHOLES,Raspberry Pi Header
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2MM-TALL,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2MM-TALL,
SparkFun-Sensors,ADMP401,,
SparkFun-Sensors,ADMP401,,
SparkFun-Switches,JOYSTICK_MINI,,Joystick
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Special-Function,WM8960,,WM8960
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-IC-Microcontroller,ATTINY84,,ATTINY84
SparkFun-Connectors,AVR_SPI_PROG_3X2,TESTPOINTS,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_NO-SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,WS2812B,,WS2812B
SparkFun-LED,WS2812B,,WS2812B
SparkFun-LED,WS2812B,,WS2812B
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,5V,,
SparkFun-LED,WS2812B,,WS2812B
SparkFun-LED,WS2812B,,WS2812B
SparkFun-LED,WS2812B,,WS2812B
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,5V,,
SparkFun-Electromechanical,SPEAKER,CVS-1508,CVS-1508
SparkFun-Displays,4DLCD-24-320X240,,"2.4"" TFT"
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.4_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_4MM,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Aesthetics,FIDUCIAL,1X2,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Clocks,OSCILLATOR-24MHZ,,24 MHz
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-PowerSymbols,GND,,
SparkFun-DiscreteSemi,MOSFET_PCH,-SI2309DS,1.1A/60V/600mΩ
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Clocks,RV-8803,,RV-8803
SparkFun-DiscreteSemi,DIODE-SCHOTTKY-DUAL,,BAS70-05
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-PowerSymbols,GND,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-5.2MM-TALL,MOMENTARY-SWITCH-SPST-SMD-5.2MM-TALL
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Batteries,BATTERY,-12MM_SMD,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_NO-SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_NO-SILK,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Sensors,TMP102,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-Jumpers,JUMPER-SMT_3_1-NC_TRACE,_NO-SILK,
SparkFun-Jumpers,JUMPER-SMT_3_NO,_NO-SILK,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,I2C
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,PWR
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-Connectors,I2C_STANDARD,_NO_SILK,PTH
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-Switches,MOMENTARY-SWITCH-SPST,-SMD-12MM,TACT
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-Aesthetics,SFE_LOGO_FLAME,.2_INCH,SFE_LOGO_FLAME.2_INCH
SparkFun-Aesthetics,OSHW-LOGO,L,OSHW-LOGOL
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.3_INCH,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Pokehome
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SPECIAL_INSTRUCTIONS,-ORDERING,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Connectors,MICRO:BIT*?,_RA,micro:bit
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RA
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Connectors,TEST-POINT,3X5,
SparkFun-Aesthetics,LOGO-CONTROLLER_BIT,,
SparkFun-Aesthetics,LOGO-CONTROLLER_BIT,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,I2C_STANDARD,_NO_SILK,PTH
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,I2C
SparkFun-IC-Conversion,MCP9600,-SMD,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Electromechanical,PCB_THERMOCOUPLE,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,FIDUCIALUFIDUCIAL
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,
SparkFun-Resistors,RESISTOR,AXIAL-0.3-KIT, 
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,I2C_STANDARD,_NO_SILK,PTH
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,I2C
SparkFun-IC-Conversion,MCP9600,-SMD,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Connectors,CONN_02,3.5MM,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Aesthetics,QWIIC_LOGO,_5MM,
SparkFun-Resistors,RESISTOR,AXIAL-0.3-KIT, 
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,QWIIC_RIGHT_ANGLE
SparkFun-IC-Special-Function,IDT_5P49V60_CLOCK_GENERATOR,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_05,NO_SILK,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Hardware,STAND-OFF,TIGHT,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-Resistors,10KOHM,-0402-1/16W-1%,10k
SparkFun-Resistors,10KOHM,-0402-1/16W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,0.1UF,-0402-16V-10%,0.1uF
SparkFun-Capacitors,1.0UF,-0402-16V-10%,1.0uF
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-Coils,FERRITE_BEAD-120_OHM,-0402,FERRITE_BEAD-120_OHM-0402
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Clocks,CRYSTAL-16MHZ_SMALL,,16MHz
SparkFun-Capacitors,12PF,-0402-50V-5%,12pF
SparkFun-Capacitors,12PF,-0402-50V-5%,12pF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-Resistors,1KOHM,-0402-1/16W-1%,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,SFE_LOGO_NAME.1_INCH
SparkFun-Aesthetics,OSHW-LOGO,S,OSHW-LOGOS
SparkFun-Aesthetics,QWIIC_LOGO,_4MM,QWIIC_LOGO_4MM
SparkFun-Connectors,CONN_01,PTH_NO_SILK_SMALL,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_SMALL,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-Connectors,CONN_08,NO_SILK_FEMALE_PTH,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,2.2OHM,-0603-1/10W-5%,2.2
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,
SparkFun-Resistors,10KOHM,-0402-1/16W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Connectors,USB_C,2-LAYER,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,STUSB4500,,STUSB4500
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,22KOHM,-0603-1/10W-1%,22k
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
SparkFun-Resistors,100OHM,-0603-1/10W-1%,100
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Capacitors,0.1UF,-0603-100V-10%,0.1uF
SparkFun-DiscreteSemi,MOSFET_PCH,-STL9P3LLH6,9A/30V/15mΩ
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
